sub_dir,.param cbn,.param cbp,D0,D1,D2,D3
run_510_820,510m,820m,6.687417e-11,2.355760e-10,6.687417e-11,2.355760e-10
run_490_980,490m,980m,7.076762e-11,2.248417e-10,7.076762e-11,2.248417e-10
run_620_580,620m,580m,5.630581e-11,2.535309e-10,5.630581e-11,2.535310e-10
run_550_940,550m,940m,6.833118e-11,2.256655e-10,6.833118e-11,2.256655e-10
run_580_520,580m,520m,5.750737e-11,2.766728e-10,5.826438e-11,2.733127e-10
run_540_940,540m,940m,6.415793e-11,2.181359e-10,6.415793e-11,2.181359e-10
run_570_460,570m,460m,5.997725e-11,3.021123e-10,5.997725e-11,3.021127e-10
run_490_740,490m,740m,6.911329e-11,2.486985e-10,6.911329e-11,2.486986e-10
run_640_960,640m,960m,5.826421e-11,2.045929e-10,5.826421e-11,2.045928e-10
run_580_660,580m,660m,5.914513e-11,2.419019e-10,5.914513e-11,2.419019e-10
run_580_1000,580m,1000m,6.120760e-11,2.082073e-10,6.069700e-11,2.112558e-10
run_590_840,590m,840m,6.004231e-11,2.129958e-10,5.932551e-11,2.167497e-10
run_510_880,510m,880m,6.727385e-11,2.293463e-10,6.727385e-11,2.293463e-10
run_570_660,570m,660m,6.135159e-11,2.461307e-10,6.135160e-11,2.461307e-10
run_430_820,430m,820m,8.030844e-11,2.587997e-10,8.030844e-11,2.587998e-10
run_450_440,450m,440m,7.318946e-11,3.435791e-10,7.318946e-11,3.435793e-10
run_590_1000,590m,1000m,6.093304e-11,2.078173e-10,6.093304e-11,2.078172e-10
run_440_940,440m,940m,7.918057e-11,2.426676e-10,7.918057e-11,2.426676e-10
run_520_1000,520m,1000m,6.665457e-11,2.175893e-10,6.665457e-11,2.175892e-10
run_540_560,540m,560m,6.084110e-11,2.731671e-10,6.163476e-11,2.700792e-10
run_590_880,590m,880m,6.029426e-11,2.172399e-10,6.029426e-11,2.172399e-10
run_480_420,480m,420m,6.806763e-11,3.441192e-10,6.806763e-11,3.441195e-10
run_510_800,510m,800m,6.672802e-11,2.376439e-10,6.672802e-11,2.376439e-10
run_490_780,490m,780m,6.941552e-11,2.445728e-10,6.941552e-11,2.445728e-10
run_420_900,420m,900m,8.308751e-11,2.536417e-10,8.308751e-11,2.536417e-10
run_430_720,430m,720m,7.946218e-11,2.700210e-10,7.946218e-11,2.700211e-10
run_560_580,560m,580m,6.321699e-11,2.664879e-10,6.321699e-11,2.664880e-10
run_580_480,580m,480m,5.796376e-11,2.854340e-10,5.796376e-11,2.854344e-10
run_550_440,550m,440m,6.471933e-11,3.258208e-10,6.471933e-11,3.258211e-10
run_660_480,660m,480m,5.170284e-11,2.711395e-10,5.170284e-11,2.711397e-10
run_550_480,550m,480m,6.504329e-11,3.063043e-10,6.504330e-11,3.063046e-10
run_630_520,630m,520m,5.577388e-11,2.666598e-10,5.577389e-11,2.666600e-10
run_490_520,490m,520m,6.743734e-11,2.950476e-10,6.743734e-11,2.950480e-10
run_620_440,620m,440m,5.536649e-11,3.017526e-10,5.536649e-11,3.017529e-10
run_550_540,550m,540m,6.551704e-11,2.833132e-10,6.551704e-11,2.833135e-10
run_490_500,490m,500m,6.727194e-11,3.024419e-10,6.727194e-11,3.024422e-10
run_600_540,600m,540m,5.791895e-11,2.664562e-10,5.791895e-11,2.664563e-10
run_440_640,440m,640m,7.675237e-11,2.787659e-10,7.675237e-11,2.787661e-10
run_460_580,460m,580m,7.265951e-11,2.877521e-10,7.265951e-11,2.877524e-10
run_450_880,450m,880m,7.682145e-11,2.451523e-10,7.682145e-11,2.451523e-10
run_570_740,570m,740m,6.191177e-11,2.360593e-10,6.191177e-11,2.360593e-10
run_430_520,430m,520m,7.775459e-11,3.217842e-10,7.775459e-11,3.217844e-10
run_470_660,470m,660m,7.158894e-11,2.645048e-10,7.158894e-11,2.645049e-10
run_590_640,590m,640m,5.874656e-11,2.451074e-10,5.874656e-11,2.451074e-10
run_640_1000,640m,1000m,5.844892e-11,2.027953e-10,5.844892e-11,2.027953e-10
run_610_500,610m,500m,5.596115e-11,2.726333e-10,5.596115e-11,2.726335e-10
run_480_1000,480m,1000m,7.243732e-11,2.268149e-10,7.243732e-11,2.268149e-10
run_440_1000,440m,1000m,7.955326e-11,2.378697e-10,7.955326e-11,2.378697e-10
run_660_860,660m,860m,5.371818e-11,2.068495e-10,5.371818e-11,2.068495e-10
run_640_420,640m,420m,5.424505e-11,3.165733e-10,5.498742e-11,3.122347e-10
run_650_520,650m,520m,5.160309e-11,2.659463e-10,5.221690e-11,2.621675e-10
run_480_780,480m,780m,7.094403e-11,2.472095e-10,7.094403e-11,2.472096e-10
run_630_940,630m,940m,5.830361e-11,2.073599e-10,5.830362e-11,2.073599e-10
run_660_460,660m,460m,5.159102e-11,2.787716e-10,5.159102e-11,2.787720e-10
run_490_620,490m,620m,6.820682e-11,2.666008e-10,6.820682e-11,2.666009e-10
run_600_1000,600m,1000m,6.069994e-11,2.075065e-10,6.069995e-11,2.075065e-10
run_660_740,660m,740m,5.302599e-11,2.194736e-10,5.302599e-11,2.194736e-10
run_590_580,590m,580m,5.839481e-11,2.574535e-10,5.839482e-11,2.574537e-10
run_490_460,490m,460m,6.693561e-11,3.195777e-10,6.693561e-11,3.195779e-10
run_610_1000,610m,1000m,5.893779e-11,2.041146e-10,5.893779e-11,2.041145e-10
run_580_880,580m,880m,6.056395e-11,2.176127e-10,6.056395e-11,2.176126e-10
run_580_720,580m,720m,5.955446e-11,2.341046e-10,5.955446e-11,2.341046e-10
run_450_560,450m,560m,7.425565e-11,3.015916e-10,7.425564e-11,3.015918e-10
run_570_440,570m,440m,5.982644e-11,3.131708e-10,5.982644e-11,3.131712e-10
run_500_620,500m,620m,6.595112e-11,2.673887e-10,6.681000e-11,2.652014e-10
run_560_940,560m,940m,6.564943e-11,2.210212e-10,6.564943e-11,2.210211e-10
run_590_500,590m,500m,5.711482e-11,2.826349e-10,5.786953e-11,2.789168e-10
run_560_860,560m,860m,6.514862e-11,2.282473e-10,6.514862e-11,2.282473e-10
run_640_900,640m,900m,5.795277e-11,2.103905e-10,5.795277e-11,2.103905e-10
run_490_680,490m,680m,6.864638e-11,2.559762e-10,6.864638e-11,2.559763e-10
run_490_800,490m,800m,6.956671e-11,2.425453e-10,6.956671e-11,2.425453e-10
run_440_960,440m,960m,7.930461e-11,2.400557e-10,7.930461e-11,2.400557e-10
run_450_520,450m,520m,7.391785e-11,3.122854e-10,7.391784e-11,3.122856e-10
run_630_960,630m,960m,5.839626e-11,2.049713e-10,5.839627e-11,2.049712e-10
run_630_820,630m,820m,5.763438e-11,2.188625e-10,5.763438e-11,2.188625e-10
run_550_960,550m,960m,6.844098e-11,2.232495e-10,6.844098e-11,2.232494e-10
run_580_860,580m,860m,6.044711e-11,2.196092e-10,6.044712e-11,2.196092e-10
run_570_560,570m,560m,6.069881e-11,2.678802e-10,6.069882e-11,2.678804e-10
run_570_800,570m,800m,6.231652e-11,2.300225e-10,6.231653e-11,2.300225e-10
run_600_700,600m,700m,5.893926e-11,2.359740e-10,5.893927e-11,2.359741e-10
run_660_840,660m,840m,5.359282e-11,2.082432e-10,5.359282e-11,2.082432e-10
run_450_820,450m,820m,7.637593e-11,2.517962e-10,7.637593e-11,2.517962e-10
run_540_620,540m,620m,6.203019e-11,2.552075e-10,6.203019e-11,2.552076e-10
run_630_600,630m,600m,5.628027e-11,2.485413e-10,5.628027e-11,2.485413e-10
run_480_940,480m,940m,7.208759e-11,2.313040e-10,7.208759e-11,2.313040e-10
run_530_900,530m,900m,6.496963e-11,2.233183e-10,6.496964e-11,2.233183e-10
run_460_780,460m,780m,7.425431e-11,2.529380e-10,7.425431e-11,2.529381e-10
run_660_880,660m,880m,5.382385e-11,2.047666e-10,5.382385e-11,2.047665e-10
run_600_680,600m,680m,5.880286e-11,2.384236e-10,5.880287e-11,2.384237e-10
run_650_960,650m,960m,5.454789e-11,1.973778e-10,5.454789e-11,1.973777e-10
run_610_520,610m,520m,5.609824e-11,2.675628e-10,5.609824e-11,2.675630e-10
run_490_820,490m,820m,6.971836e-11,2.404473e-10,6.971836e-11,2.404473e-10
run_620_900,620m,900m,5.824260e-11,2.112038e-10,5.824260e-11,2.112038e-10
run_530_960,530m,960m,6.532693e-11,2.176138e-10,6.532693e-11,2.176138e-10
run_640_600,640m,600m,5.615852e-11,2.481830e-10,5.615852e-11,2.481831e-10
run_450_660,450m,660m,7.504837e-11,2.708539e-10,7.504837e-11,2.708540e-10
run_580_840,580m,840m,6.031024e-11,2.207765e-10,6.031024e-11,2.207764e-10
run_540_580,540m,580m,6.175769e-11,2.633220e-10,6.175769e-11,2.633221e-10
run_550_520,550m,520m,6.536143e-11,2.901545e-10,6.536143e-11,2.901548e-10
run_640_800,640m,800m,5.738254e-11,2.205427e-10,5.738254e-11,2.205427e-10
run_510_720,510m,720m,6.614425e-11,2.460083e-10,6.614425e-11,2.460084e-10
run_420_640,420m,640m,8.086828e-11,2.915881e-10,8.086828e-11,2.915882e-10
run_500_860,500m,860m,6.853456e-11,2.337209e-10,6.853457e-11,2.337209e-10
run_440_580,440m,580m,7.629722e-11,2.981398e-10,7.629721e-11,2.981400e-10
run_660_560,660m,560m,5.212815e-11,2.523053e-10,5.212815e-11,2.523054e-10
run_610_880,610m,880m,5.832213e-11,2.135882e-10,5.832213e-11,2.135881e-10
run_430_580,430m,580m,7.828324e-11,3.035906e-10,7.828324e-11,3.035907e-10
run_530_420,530m,420m,6.156517e-11,3.295918e-10,6.156518e-11,3.295921e-10
run_530_440,530m,440m,6.093476e-11,3.239741e-10,6.174436e-11,3.192603e-10
run_580_420,580m,420m,5.678099e-11,3.199446e-10,5.754175e-11,3.154209e-10
run_660_420,660m,420m,5.136516e-11,3.057987e-10,5.136516e-11,3.057991e-10
run_630_900,630m,900m,5.808334e-11,2.107644e-10,5.808335e-11,2.107644e-10
run_660_920,660m,920m,5.403404e-11,2.009864e-10,5.403404e-11,2.009864e-10
run_640_480,640m,480m,5.466626e-11,2.837312e-10,5.540227e-11,2.792806e-10
run_490_860,490m,860m,6.999730e-11,2.361724e-10,6.999730e-11,2.361724e-10
run_510_760,510m,760m,6.643725e-11,2.415899e-10,6.643725e-11,2.415899e-10
run_540_640,540m,640m,6.213458e-11,2.510932e-10,6.213459e-11,2.510933e-10
run_570_680,570m,680m,6.149559e-11,2.432322e-10,6.149559e-11,2.432323e-10
run_430_840,430m,840m,8.044212e-11,2.552992e-10,8.044212e-11,2.552993e-10
run_610_760,610m,760m,5.760522e-11,2.257831e-10,5.760523e-11,2.257831e-10
run_510_420,510m,420m,6.387036e-11,3.349161e-10,6.387036e-11,3.349164e-10
run_440_840,440m,840m,7.841538e-11,2.517239e-10,7.841538e-11,2.517239e-10
run_610_540,610m,540m,5.623301e-11,2.632707e-10,5.623301e-11,2.632708e-10
run_650_940,650m,940m,5.446034e-11,1.998282e-10,5.446034e-11,1.998282e-10
run_510_780,510m,780m,6.658234e-11,2.396451e-10,6.658234e-11,2.396451e-10
run_660_620,660m,620m,5.242838e-11,2.376485e-10,5.242838e-11,2.376485e-10
run_530_1000,530m,1000m,6.554000e-11,2.157199e-10,6.554000e-11,2.157198e-10
run_630_740,630m,740m,5.713982e-11,2.269756e-10,5.713982e-11,2.269756e-10
run_650_480,650m,480m,5.196086e-11,2.714903e-10,5.196086e-11,2.714905e-10
run_570_500,570m,500m,6.027560e-11,2.826765e-10,6.027560e-11,2.826769e-10
run_630_700,630m,700m,5.688971e-11,2.317263e-10,5.688972e-11,2.317263e-10
run_440_900,440m,900m,7.888561e-11,2.463442e-10,7.888561e-11,2.463442e-10
run_500_960,500m,960m,6.917837e-11,2.240210e-10,6.917837e-11,2.240210e-10
run_630_420,630m,420m,5.508233e-11,3.145829e-10,5.508233e-11,3.145833e-10
run_420_500,420m,500m,7.966569e-11,3.328867e-10,7.966569e-11,3.328868e-10
run_470_780,470m,780m,7.255474e-11,2.499885e-10,7.255474e-11,2.499886e-10
run_620_780,620m,780m,5.754248e-11,2.233350e-10,5.754248e-11,2.233349e-10
run_420_560,420m,560m,8.021516e-11,3.170071e-10,8.021516e-11,3.170072e-10
run_640_760,640m,760m,5.713702e-11,2.244769e-10,5.713702e-11,2.244769e-10
run_550_720,550m,720m,6.681895e-11,2.477613e-10,6.681895e-11,2.477613e-10
run_640_920,640m,920m,5.806251e-11,2.086333e-10,5.806251e-11,2.086333e-10
run_470_800,470m,800m,7.271150e-11,2.479258e-10,7.271150e-11,2.479258e-10
run_500_420,500m,420m,6.519719e-11,3.378978e-10,6.519719e-11,3.378981e-10
run_470_1000,470m,1000m,7.407449e-11,2.293465e-10,7.407449e-11,2.293464e-10
run_470_440,470m,440m,6.980064e-11,3.363311e-10,6.980064e-11,3.363313e-10
run_470_520,470m,520m,7.050023e-11,3.034453e-10,7.050023e-11,3.034456e-10
run_450_860,450m,860m,7.667545e-11,2.473144e-10,7.667544e-11,2.473145e-10
run_620_540,620m,540m,5.605462e-11,2.627801e-10,5.605462e-11,2.627803e-10
run_510_940,510m,940m,6.766443e-11,2.241227e-10,6.766443e-11,2.241226e-10
run_570_600,570m,600m,6.097333e-11,2.574294e-10,6.097333e-11,2.574295e-10
run_480_500,480m,500m,6.875904e-11,3.063918e-10,6.875904e-11,3.063920e-10
run_600_520,600m,520m,5.778106e-11,2.707286e-10,5.778106e-11,2.707288e-10
run_510_560,510m,560m,6.497919e-11,2.755149e-10,6.497919e-11,2.755151e-10
run_430_980,430m,980m,8.147398e-11,2.416740e-10,8.147398e-11,2.416740e-10
run_660_580,660m,580m,5.223188e-11,2.461404e-10,5.223188e-11,2.461405e-10
run_570_780,570m,780m,6.218151e-11,2.320056e-10,6.218151e-11,2.320056e-10
run_500_980,500m,980m,6.929093e-11,2.224908e-10,6.929094e-11,2.224908e-10
run_560_440,560m,440m,6.216608e-11,3.193125e-10,6.216609e-11,3.193128e-10
run_460_920,460m,920m,7.529719e-11,2.383455e-10,7.529719e-11,2.383455e-10
run_450_980,450m,980m,7.750121e-11,2.353387e-10,7.750121e-11,2.353387e-10
run_520_480,520m,480m,6.229180e-11,2.993768e-10,6.311281e-11,2.954749e-10
run_480_540,480m,540m,6.909384e-11,2.928360e-10,6.909384e-11,2.928363e-10
run_630_620,630m,620m,5.640106e-11,2.448195e-10,5.640106e-11,2.448196e-10
run_540_440,540m,440m,6.072151e-11,3.148961e-10,6.072151e-11,3.148965e-10
run_650_920,650m,920m,5.435545e-11,2.015483e-10,5.435545e-11,2.015482e-10
run_510_580,510m,580m,6.513077e-11,2.695791e-10,6.513077e-11,2.695793e-10
run_460_520,460m,520m,7.216111e-11,3.077990e-10,7.216111e-11,3.077993e-10
run_460_620,460m,620m,7.297678e-11,2.754231e-10,7.297678e-11,2.754233e-10
run_570_540,570m,540m,6.056684e-11,2.710979e-10,6.056685e-11,2.710981e-10
run_490_900,490m,900m,7.026865e-11,2.322264e-10,7.026866e-11,2.322264e-10
run_430_960,430m,960m,8.134782e-11,2.433847e-10,8.134782e-11,2.433847e-10
run_490_880,490m,880m,7.013317e-11,2.341234e-10,7.013317e-11,2.341234e-10
run_580_540,580m,540m,5.764784e-11,2.716630e-10,5.881960e-11,2.652216e-10
run_620_700,620m,700m,5.704271e-11,2.321598e-10,5.704271e-11,2.321598e-10
run_550_580,550m,580m,6.500276e-11,2.752172e-10,6.584208e-11,2.726630e-10
run_430_460,430m,460m,7.718793e-11,3.427249e-10,7.718793e-11,3.427250e-10
run_590_980,590m,980m,6.125106e-11,1.994647e-10,6.012140e-11,2.021423e-10
run_470_580,470m,580m,7.098901e-11,2.827503e-10,7.098901e-11,2.827505e-10
run_460_540,460m,540m,7.233388e-11,3.018180e-10,7.233388e-11,3.018182e-10
run_420_740,420m,740m,8.177299e-11,2.717285e-10,8.177299e-11,2.717285e-10
run_460_560,460m,560m,7.249238e-11,2.968118e-10,7.249238e-11,2.968120e-10
run_440_820,440m,820m,7.828382e-11,2.551473e-10,7.828382e-11,2.551473e-10
run_610_560,610m,560m,5.635546e-11,2.600534e-10,5.635547e-11,2.600536e-10
run_460_680,460m,680m,7.344153e-11,2.645961e-10,7.344153e-11,2.645962e-10
run_520_920,520m,920m,6.620196e-11,2.234968e-10,6.620197e-11,2.234968e-10
run_530_920,530m,920m,6.509521e-11,2.215953e-10,6.509521e-11,2.215953e-10
run_600_800,600m,800m,5.958446e-11,2.251816e-10,5.958446e-11,2.251816e-10
run_480_820,480m,820m,7.039685e-11,2.402468e-10,7.129454e-11,2.384140e-10
run_460_1000,460m,1000m,7.580062e-11,2.320098e-10,7.580062e-11,2.320098e-10
run_560_460,560m,460m,6.232257e-11,3.086615e-10,6.232258e-11,3.086618e-10
run_470_420,470m,420m,6.962244e-11,3.473677e-10,6.962244e-11,3.473679e-10
run_580_980,580m,980m,6.110929e-11,2.085618e-10,6.110929e-11,2.085618e-10
run_580_760,580m,760m,5.981619e-11,2.297215e-10,5.981620e-11,2.297215e-10
run_480_600,480m,600m,6.956139e-11,2.730079e-10,6.956139e-11,2.730080e-10
run_650_880,650m,880m,5.414462e-11,2.053092e-10,5.414462e-11,2.053092e-10
run_500_820,500m,820m,6.826070e-11,2.379617e-10,6.826070e-11,2.379617e-10
run_500_660,500m,660m,6.705003e-11,2.563104e-10,6.705004e-11,2.563105e-10
run_650_660,650m,660m,5.287262e-11,2.302516e-10,5.287262e-11,2.302516e-10
run_460_980,460m,980m,7.568002e-11,2.325004e-10,7.568002e-11,2.325004e-10
run_640_980,640m,980m,5.835653e-11,2.031145e-10,5.835653e-11,2.031144e-10
run_540_960,540m,960m,6.426247e-11,2.157691e-10,6.426247e-11,2.157691e-10
run_420_940,420m,940m,8.339362e-11,2.497680e-10,8.339362e-11,2.497680e-10
run_530_800,530m,800m,6.431725e-11,2.333939e-10,6.431725e-11,2.333939e-10
run_520_780,520m,780m,6.526763e-11,2.373265e-10,6.526763e-11,2.373265e-10
run_480_840,480m,840m,7.137589e-11,2.398353e-10,7.137589e-11,2.398353e-10
run_610_980,610m,980m,5.884393e-11,2.044476e-10,5.884393e-11,2.044476e-10
run_560_820,560m,820m,6.489040e-11,2.324500e-10,6.489040e-11,2.324500e-10
run_540_520,540m,520m,6.133128e-11,2.767083e-10,6.133128e-11,2.767085e-10
run_660_640,660m,640m,5.192281e-11,2.334669e-10,5.351332e-11,2.232188e-10
run_440_540,440m,540m,FAILED,FAILED,FAILED,FAILED
run_570_480,570m,480m,6.012707e-11,2.920057e-10,6.012707e-11,2.920060e-10
run_550_840,550m,840m,6.766134e-11,2.340888e-10,6.766134e-11,2.340888e-10
run_460_740,460m,740m,7.393513e-11,2.571620e-10,7.393513e-11,2.571621e-10
run_610_600,610m,600m,5.661055e-11,2.494638e-10,5.661055e-11,2.494639e-10
run_640_840,640m,840m,5.760280e-11,2.083429e-10,5.691322e-11,2.115401e-10
run_650_860,650m,860m,5.403866e-11,2.073831e-10,5.403866e-11,2.073830e-10
run_570_840,570m,840m,6.255970e-11,2.249392e-10,6.255971e-11,2.249392e-10
run_500_700,500m,700m,6.736604e-11,2.509376e-10,6.736604e-11,2.509377e-10
run_500_900,500m,900m,6.880093e-11,2.298090e-10,6.880093e-11,2.298090e-10
run_550_620,550m,620m,6.609721e-11,2.633488e-10,6.609721e-11,2.633489e-10
run_610_740,610m,740m,5.747996e-11,2.279141e-10,5.747996e-11,2.279141e-10
run_550_920,550m,920m,6.820199e-11,2.273009e-10,6.742886e-11,2.302784e-10
run_580_960,580m,960m,6.101104e-11,2.100397e-10,6.101104e-11,2.100397e-10
run_420_620,420m,620m,8.073859e-11,2.980995e-10,8.073859e-11,2.980996e-10
run_440_520,440m,520m,7.483266e-11,3.073157e-10,7.582302e-11,3.035771e-10
run_600_560,600m,560m,5.731025e-11,2.674364e-10,5.805909e-11,2.642767e-10
run_520_520,520m,520m,6.340195e-11,2.830761e-10,6.340195e-11,2.830765e-10
run_470_500,470m,500m,7.032805e-11,3.104361e-10,7.032805e-11,3.104363e-10
run_470_600,470m,600m,7.114632e-11,2.759481e-10,7.114632e-11,2.759483e-10
run_540_680,540m,680m,6.243008e-11,2.446948e-10,6.243008e-11,2.446948e-10
run_510_920,510m,920m,6.753456e-11,2.257425e-10,6.753456e-11,2.257424e-10
run_620_840,620m,840m,5.788924e-11,2.163266e-10,5.788925e-11,2.163266e-10
run_470_980,470m,980m,7.395582e-11,2.298248e-10,7.395582e-11,2.298248e-10
run_460_460,460m,460m,7.162811e-11,3.305191e-10,7.162811e-11,3.305193e-10
run_420_600,420m,600m,8.056923e-11,3.032058e-10,8.056923e-11,3.032059e-10
run_500_460,500m,460m,6.553136e-11,3.161207e-10,6.553136e-11,3.161210e-10
run_580_900,580m,900m,6.068052e-11,2.157588e-10,6.068052e-11,2.157588e-10
run_590_460,590m,460m,5.756793e-11,2.956009e-10,5.756793e-11,2.956013e-10
run_510_660,510m,660m,6.568621e-11,2.538369e-10,6.568621e-11,2.538370e-10
run_450_600,450m,600m,7.458938e-11,2.859324e-10,7.458938e-11,2.859327e-10
run_500_540,500m,540m,6.618254e-11,2.842203e-10,6.618254e-11,2.842207e-10
run_430_900,430m,900m,8.092146e-11,2.498191e-10,8.092145e-11,2.498191e-10
run_490_700,490m,700m,6.880690e-11,2.535052e-10,6.880690e-11,2.535053e-10
run_510_740,510m,740m,6.537002e-11,2.379949e-10,6.625081e-11,2.395844e-10
run_450_1000,450m,1000m,7.762372e-11,2.348373e-10,7.762372e-11,2.348373e-10
run_550_860,550m,860m,6.781245e-11,2.329783e-10,6.781246e-11,2.329783e-10
run_640_500,640m,500m,5.551995e-11,2.713912e-10,5.551996e-11,2.713914e-10
run_490_840,490m,840m,6.983972e-11,2.372706e-10,6.983972e-11,2.372706e-10
run_540_900,540m,900m,6.391134e-11,2.214643e-10,6.391134e-11,2.214642e-10
run_620_660,620m,660m,5.677763e-11,2.375352e-10,5.677763e-11,2.375353e-10
run_520_420,520m,420m,6.260911e-11,3.320222e-10,6.260911e-11,3.320225e-10
