TIME,V(XTOP:B),V(XTOP:XDUT:I_1),V(XTOP:VPWR),V(XTOP:XDUT:I_2),V(XTOP:XDUT:I_0),V(XTOP:X),V(XTOP:A),V(XTOP:XDUT:I_3),I(XTOP:VB_DRIVER),I(XTOP:VA_DRIVER),I(XTOP:CFAKE_LOAD),I(XTOP:VPOWER)
6.54620975e-10,1.80000000e+00,1.74957047e+00,1.80000000e+00,1.42645972e+00,2.51900298e-02,-1.07801708e-01,0.00000000e+00,-7.72993284e-05,6.46743886e-07,1.34601041e-05,2.96455687e-05,-7.17806241e-05
6.56911173e-10,1.80000000e+00,1.76734653e+00,1.80000000e+00,1.45370951e+00,1.99449529e-02,-7.01771443e-02,0.00000000e+00,-6.18185206e-05,-1.12613115e-07,1.05161792e-05,3.60685007e-05,-7.00794507e-05
6.61491570e-10,1.80000000e+00,1.78689982e+00,1.80000000e+00,1.48303115e+00,1.21200536e-02,2.13788992e-02,0.00000000e+00,-4.71084399e-07,-9.96112521e-08,6.49604940e-06,4.38861823e-05,-6.68504512e-05
6.66071966e-10,1.80000000e+00,1.79475620e+00,1.80000000e+00,1.49584949e+00,8.31100874e-03,1.25356852e-01,0.00000000e+00,-3.76535388e-06,-1.16609624e-07,5.31485783e-06,4.69163900e-05,-6.49946730e-05
6.70652363e-10,1.80000000e+00,1.79790265e+00,1.80000000e+00,1.50306770e+00,6.88844795e-03,2.34643379e-01,0.00000000e+00,2.33905923e-06,1.26161810e-07,4.58583212e-06,4.85220903e-05,-6.34726616e-05
6.79813157e-10,1.80000000e+00,1.79983898e+00,1.80000000e+00,1.51339976e+00,6.12525673e-03,4.55862470e-01,0.00000000e+00,-1.32823351e-07,-1.25708219e-08,4.44838800e-06,4.80717642e-05,-6.15411241e-05
6.88973950e-10,1.80000000e+00,1.79998752e+00,1.80000000e+00,1.52288217e+00,6.09125609e-03,6.73931148e-01,0.00000000e+00,1.41826931e-06,1.68677221e-07,4.17011111e-06,4.71464832e-05,-5.93804939e-05
6.98134744e-10,1.80000000e+00,1.79999920e+00,1.80000000e+00,1.53367343e+00,6.13239291e-03,8.84542275e-01,0.00000000e+00,5.34838824e-07,1.55117142e-08,4.33277714e-06,4.48154741e-05,-5.71574551e-05
7.07295538e-10,1.80000000e+00,1.79999984e+00,1.80000000e+00,1.54782010e+00,6.58751241e-03,1.08157117e+00,0.00000000e+00,9.43146603e-07,2.75438549e-07,4.10409891e-06,4.12158900e-05,-5.32568603e-05
7.16456331e-10,1.80000000e+00,1.80000038e+00,1.80000000e+00,1.56932015e+00,8.61102620e-03,1.24839622e+00,0.00000000e+00,5.77235889e-07,3.29809603e-07,4.22021150e-06,3.16271653e-05,-4.60505364e-05
7.25617125e-10,1.80000000e+00,1.79999996e+00,1.80000000e+00,1.59880295e+00,1.04816981e-02,1.37569811e+00,0.00000000e+00,4.74887523e-07,3.90185860e-07,3.77586635e-06,2.39583650e-05,-3.87777209e-05
7.34777918e-10,1.80000000e+00,1.80000009e+00,1.80000000e+00,1.63237679e+00,9.95833106e-03,1.47306699e+00,0.00000000e+00,4.20066079e-07,1.06958765e-07,3.78146389e-06,1.85571150e-05,-3.27035707e-05
7.43938712e-10,1.80000000e+00,1.79999973e+00,1.80000000e+00,1.66481895e+00,8.58210689e-03,1.54901472e+00,0.00000000e+00,2.34355449e-07,2.68820454e-07,3.04624383e-06,1.46049587e-05,-2.62876392e-05
7.53099506e-10,1.80000000e+00,1.79999999e+00,1.80000000e+00,1.69334914e+00,7.04906421e-03,1.60829512e+00,0.00000000e+00,3.10954558e-07,2.34915242e-08,2.82658150e-06,1.12794381e-05,-2.13380339e-05
7.62260299e-10,1.80000000e+00,1.79999974e+00,1.80000000e+00,1.71713426e+00,5.62947860e-03,1.65427840e+00,0.00000000e+00,9.45066031e-08,2.04149931e-07,2.03582861e-06,8.79885416e-06,-1.64130411e-05
7.71421093e-10,1.80000000e+00,1.80000002e+00,1.80000000e+00,1.73630610e+00,4.41035414e-03,1.68968104e+00,0.00000000e+00,2.32532209e-07,-2.89108367e-08,1.88097991e-06,6.65947787e-06,-1.30770540e-05
7.80581886e-10,1.80000000e+00,1.79999978e+00,1.80000000e+00,1.75142226e+00,3.41189388e-03,1.71675802e+00,0.00000000e+00,9.38758821e-09,1.63558016e-07,1.20950034e-06,5.16350230e-06,-9.70540395e-06
7.98903474e-10,1.80000000e+00,1.80000008e+00,1.80000000e+00,1.77243196e+00,1.97222241e-03,1.75342879e+00,0.00000000e+00,1.59839845e-07,-7.18262900e-08,9.44720088e-07,2.84252394e-06,-5.86318064e-06
8.35546648e-10,1.80000000e+00,1.79999985e+00,1.80000000e+00,1.79237025e+00,5.55290521e-04,1.78726575e+00,0.00000000e+00,-8.42772035e-08,1.16250255e-07,8.02619713e-08,8.51147089e-07,-1.39275803e-06
8.72189822e-10,1.80000000e+00,1.80000014e+00,1.80000000e+00,1.79795628e+00,1.47993908e-04,1.79658587e+00,0.00000000e+00,1.07935770e-07,-1.02697292e-07,2.07609951e-07,1.66245133e-07,-6.19307905e-07
9.08832997e-10,1.80000000e+00,1.79999986e+00,1.80000000e+00,1.79945125e+00,4.07149286e-05,1.79909295e+00,0.00000000e+00,-1.04048221e-07,1.06651498e-07,-1.30491437e-07,1.07429868e-07,7.82805807e-08
9.45476171e-10,1.80000000e+00,1.80000014e+00,1.80000000e+00,1.79985657e+00,9.88852169e-06,1.79975690e+00,0.00000000e+00,1.07679102e-07,-1.05622182e-07,1.51452871e-07,-3.49527465e-08,-2.22488174e-07
1.01876252e-09,1.80000000e+00,1.79999986e+00,1.80000000e+00,1.80001026e+00,-1.24042921e-07,1.80002021e+00,0.00000000e+00,-1.08018840e-07,1.05848081e-07,-1.47554672e-07,4.93245412e-08,1.94276848e-07
1.05000000e-09,1.80000000e+00,1.80000014e+00,1.80000000e+00,1.80000329e+00,-9.38079950e-07,1.80000426e+00,0.00000000e+00,1.10071837e-07,-1.05918714e-07,1.47300742e-07,-5.13672099e-08,-1.90697465e-07
1.05125000e-09,1.80000000e+00,1.82640033e+00,1.80000000e+00,1.81605125e+00,4.50574938e-03,1.80452965e+00,4.50000000e-02,3.19397085e-03,6.13879553e-06,-1.25678895e-04,7.24062148e-06,7.73785761e-05
1.05215453e-09,1.80000000e+00,1.84134355e+00,1.80000000e+00,1.82483195e+00,6.72497459e-03,1.80792727e+00,7.75631679e-02,4.47279823e-03,4.31325858e-06,-1.30133359e-04,7.51242887e-06,8.16319272e-05
1.05305906e-09,1.80000000e+00,1.85452833e+00,1.80000000e+00,1.83248219e+00,8.53281788e-03,1.81137826e+00,1.10126336e-01,5.40141798e-03,2.94285263e-06,-1.33395929e-04,7.74844339e-06,8.50064341e-05
1.05486813e-09,1.80000000e+00,1.87365124e+00,1.80000000e+00,1.84329158e+00,1.04640955e-02,1.81846910e+00,1.75252671e-01,6.07328756e-03,1.55878355e-06,-1.37556030e-04,7.93003889e-06,8.91270588e-05
1.05667719e-09,1.80000000e+00,1.88685516e+00,1.80000000e+00,1.85092570e+00,1.12230063e-02,1.82563645e+00,2.40379007e-01,6.26628807e-03,1.10985879e-06,-1.38962176e-04,7.91758160e-06,9.10838944e-05
1.06029532e-09,1.80000000e+00,1.90671452e+00,1.80000000e+00,1.86373740e+00,1.19496469e-02,1.83993305e+00,3.70631679e-01,6.77963598e-03,9.31200856e-07,-1.40340554e-04,7.88793963e-06,9.21446619e-05
1.06391345e-09,1.80000000e+00,1.92447085e+00,1.80000000e+00,1.87647454e+00,1.30580473e-02,1.85456962e+00,5.00884350e-01,7.99444866e-03,1.34762954e-06,-1.41902323e-04,8.29341847e-06,9.10244251e-05
1.07114971e-09,1.80000000e+00,1.96880017e+00,1.80000000e+00,1.90572211e+00,1.71473393e-02,1.88082087e+00,7.61389693e-01,1.79692470e-02,2.68666539e-06,-1.47857525e-04,6.21753382e-06,8.19634091e-05
1.07838597e-09,1.80000000e+00,2.02943264e+00,1.80000000e+00,1.92409789e+00,1.37082477e-02,1.86625949e+00,1.02189504e+00,5.82764400e-02,4.77139480e-06,-1.38892300e-04,-1.42666513e-05,5.33230471e-05
1.08489861e-09,1.80000000e+00,2.10158470e+00,1.80000000e+00,1.89469239e+00,2.18383046e-03,1.78674123e+00,1.25634984e+00,1.17320441e-01,4.73645991e-06,-1.31258032e-04,-3.45727403e-05,3.30175393e-05
1.09043837e-09,1.80000000e+00,2.16630520e+00,1.80000000e+00,1.80639528e+00,-8.14142369e-03,1.66504462e+00,1.45578140e+00,1.72009704e-01,5.44389555e-06,-1.20375275e-04,-5.32985644e-05,1.63430113e-05
1.09542416e-09,1.80000000e+00,2.21705105e+00,1.80000000e+00,1.71052672e+00,-1.16733437e-02,1.51085670e+00,1.63526981e+00,2.24741326e-01,6.94483398e-06,-1.23441301e-04,-7.04033613e-05,1.00019201e-05
1.10000000e-09,1.80000000e+00,2.25393729e+00,1.80000000e+00,1.60248735e+00,-1.43321183e-02,1.33079187e+00,1.80000000e+00,2.74913463e-01,4.80183771e-06,-1.23151826e-04,-8.70015154e-05,7.63260222e-06
1.10031434e-09,1.78868378e+00,2.25082883e+00,1.80000000e+00,1.59135328e+00,-1.86284907e-02,1.31523659e+00,1.80000000e+00,2.71003494e-01,1.10137370e-04,-2.89528872e-05,-9.89712008e-05,-9.40114627e-05
1.10059616e-09,1.77853831e+00,2.24819084e+00,1.80000000e+00,1.58175292e+00,-2.17886205e-02,1.30129749e+00,1.80000000e+00,2.68397446e-01,1.14427075e-04,-2.41045107e-05,-9.89225224e-05,-9.62967682e-05
1.10115980e-09,1.75824736e+00,2.24282103e+00,1.80000000e+00,1.56289855e+00,-2.70526104e-02,1.27337529e+00,1.80000000e+00,2.64585381e-01,1.18166636e-04,-1.93807243e-05,-9.92346281e-05,-9.32106309e-05
1.10228707e-09,1.71766548e+00,2.23163152e+00,1.80000000e+00,1.52682709e+00,-3.30538334e-02,1.21748866e+00,1.80000000e+00,2.62792784e-01,1.21939243e-04,-1.44335667e-05,-9.90724316e-05,-8.82898158e-05
1.10454162e-09,1.63650170e+00,2.20732842e+00,1.80000000e+00,1.45819588e+00,-3.64655070e-02,1.10518378e+00,1.80000000e+00,2.69571757e-01,1.24284352e-04,-1.05251541e-05,-1.00177823e-04,-8.05046306e-05
1.10905072e-09,1.47417415e+00,2.15026721e+00,1.80000000e+00,1.33689882e+00,-3.37956367e-02,8.80316385e-01,1.80000000e+00,2.98575964e-01,1.23639206e-04,-7.86867011e-06,-9.93009785e-05,-6.86080758e-05
1.11355982e-09,1.31184660e+00,2.08076447e+00,1.80000000e+00,1.24281758e+00,-2.99966779e-02,6.78965490e-01,1.80000000e+00,3.42156821e-01,1.21979158e-04,-6.11922771e-06,-7.93164459e-05,-6.33644056e-05
1.11806892e-09,1.14951905e+00,1.99759595e+00,1.80000000e+00,1.16976614e+00,-2.61293801e-02,5.41954986e-01,1.80000000e+00,3.75809751e-01,1.21509176e-04,-1.22331654e-05,-4.22249222e-05,-5.84896824e-05
1.12209139e-09,1.00470983e+00,1.91179744e+00,1.80000000e+00,1.11295121e+00,-2.36482040e-02,4.72903534e-01,1.80000000e+00,3.82590222e-01,1.24040730e-04,-6.35872273e-06,-2.64406602e-05,-6.16914736e-05
1.12611387e-09,8.59900618e-01,1.81594325e+00,1.80000000e+00,1.06401684e+00,-2.12750744e-02,4.36879792e-01,1.80000000e+00,3.93447937e-01,1.24845116e-04,-4.90295108e-06,-9.38177544e-06,-6.14313855e-05
1.13013635e-09,7.15091402e-01,1.72299045e+00,1.80000000e+00,1.03581124e+00,-1.68897354e-02,4.20960828e-01,1.80000000e+00,4.01101840e-01,1.24993983e-04,-1.07322057e-06,-6.44823100e-06,-7.12600913e-05
1.13415883e-09,5.70282186e-01,1.62331637e+00,1.80000000e+00,1.04713942e+00,-6.21964871e-03,4.12503465e-01,1.80000000e+00,4.00276604e-01,1.12540933e-04,-2.33080173e-06,-1.96187135e-06,-7.25511619e-05
1.13818131e-09,4.25472970e-01,1.51588030e+00,1.80000000e+00,1.10565762e+00,7.37772725e-03,4.04930039e-01,1.80000000e+00,3.95878484e-01,1.09119466e-04,8.03111894e-07,-5.56923288e-06,-8.75064978e-05
1.14220378e-09,2.80663753e-01,1.40244044e+00,1.80000000e+00,1.20190206e+00,1.99257903e-02,3.99832367e-01,1.80000000e+00,3.91240688e-01,1.03269155e-04,-5.82249442e-07,5.00047498e-07,-9.49465740e-05
1.14622626e-09,1.35854537e-01,1.28434300e+00,1.80000000e+00,1.30680200e+00,2.67605397e-02,4.03573722e-01,1.80000000e+00,3.91763548e-01,1.08304893e-04,2.69888683e-06,3.22040012e-06,-1.14685936e-04
1.15000000e-09,-1.11022302e-15,1.17036346e+00,1.80000000e+00,1.38092257e+00,2.51104590e-02,4.20226173e-01,1.80000000e+00,4.03042467e-01,1.10672050e-04,1.85907712e-06,1.44304860e-05,-1.21876533e-04
1.15040225e-09,0.00000000e+00,1.16586573e+00,1.80000000e+00,1.39226670e+00,2.75483263e-02,4.22994753e-01,1.80000000e+00,4.07681122e-01,2.44798881e-06,1.21640209e-05,1.37655449e-05,-6.27770703e-05
1.15076427e-09,0.00000000e+00,1.16187882e+00,1.80000000e+00,1.40159089e+00,2.92164188e-02,4.25728665e-01,1.80000000e+00,4.11423054e-01,1.18194245e-06,1.10033491e-05,1.51035222e-05,-6.27087951e-05
1.15148832e-09,0.00000000e+00,1.15412708e+00,1.80000000e+00,1.41868333e+00,3.17204516e-02,4.31631639e-01,1.80000000e+00,4.18398346e-01,5.84309044e-07,9.61507804e-06,1.75075193e-05,-6.39553993e-05
1.15293641e-09,0.00000000e+00,1.13991635e+00,1.80000000e+00,1.44569161e+00,3.31620620e-02,4.45510195e-01,1.80000000e+00,4.31350886e-01,-5.54429215e-07,8.82480014e-06,2.08285945e-05,-6.52257238e-05
1.15438450e-09,0.00000000e+00,1.12723529e+00,1.80000000e+00,1.46541995e+00,3.17413901e-02,4.61522837e-01,1.80000000e+00,4.45160321e-01,-8.84536350e-07,8.96073250e-06,2.34024066e-05,-6.57951755e-05
1.15728069e-09,0.00000000e+00,1.10550455e+00,1.80000000e+00,1.49125690e+00,2.62495502e-02,4.98152262e-01,1.80000000e+00,4.77386167e-01,-1.32293313e-06,1.01363853e-05,2.71875028e-05,-6.56107118e-05
1.16017687e-09,0.00000000e+00,1.08767742e+00,1.80000000e+00,1.50571843e+00,2.05713062e-02,5.39327437e-01,1.80000000e+00,5.14498297e-01,-1.02762436e-06,1.12286224e-05,2.96806651e-05,-6.48770592e-05
1.16307305e-09,0.00000000e+00,1.07277546e+00,1.80000000e+00,1.51424589e+00,1.62719219e-02,5.83365330e-01,1.80000000e+00,5.54586865e-01,-7.64166754e-07,1.20542217e-05,3.11412836e-05,-6.39844467e-05
1.16886542e-09,0.00000000e+00,1.04897583e+00,1.80000000e+00,1.52384793e+00,1.11883431e-02,6.75735644e-01,1.80000000e+00,6.37700536e-01,4.95763689e-08,1.26012616e-05,3.26463093e-05,-6.24073983e-05
1.17465779e-09,0.00000000e+00,1.03090990e+00,1.80000000e+00,1.52950318e+00,8.97570585e-03,7.71279639e-01,1.80000000e+00,7.19076929e-01,4.15535551e-07,1.22515641e-05,3.33329132e-05,-6.08760624e-05
1.18045016e-09,0.00000000e+00,1.01656720e+00,1.80000000e+00,1.53476899e+00,8.01601602e-03,8.69484505e-01,1.80000000e+00,7.91841170e-01,6.90739951e-07,1.08744789e-05,3.44838108e-05,-5.93122215e-05
1.18624253e-09,0.00000000e+00,1.00479042e+00,1.80000000e+00,1.54091772e+00,7.76883933e-03,9.72804860e-01,1.80000000e+00,8.50034512e-01,5.54381581e-07,8.28285807e-06,3.68654842e-05,-5.71889814e-05
1.19203490e-09,0.00000000e+00,9.94868837e-01,1.80000000e+00,1.54905518e+00,8.10368103e-03,1.08051080e+00,1.80000000e+00,8.92063720e-01,7.21335263e-07,5.85620372e-06,3.75123346e-05,-5.43795123e-05
1.19782727e-09,0.00000000e+00,9.86340972e-01,1.80000000e+00,1.56037594e+00,9.02483268e-03,1.18334576e+00,1.80000000e+00,9.21098801e-01,8.55263939e-07,4.97087139e-06,3.35017668e-05,-5.03011649e-05
1.20361963e-09,0.00000000e+00,9.78889327e-01,1.80000000e+00,1.57526644e+00,1.03578757e-02,1.27356983e+00,1.80000000e+00,9.42758492e-01,1.33692750e-06,3.85509637e-06,2.88037076e-05,-4.55338288e-05
1.20941200e-09,0.00000000e+00,9.72272152e-01,1.80000000e+00,1.59315876e+00,1.11941131e-02,1.35035304e+00,1.80000000e+00,9.59931098e-01,1.43705697e-06,3.41946750e-06,2.42199993e-05,-4.12874902e-05
1.21520437e-09,0.00000000e+00,9.66319224e-01,1.80000000e+00,1.61293763e+00,1.12125666e-02,1.41590393e+00,1.80000000e+00,9.74060114e-01,1.75620972e-06,2.63163465e-06,2.10470712e-05,-3.70652481e-05
1.22099674e-09,0.00000000e+00,9.60912884e-01,1.80000000e+00,1.63332641e+00,1.06718908e-02,1.47224451e+00,1.80000000e+00,9.85982129e-01,1.65734129e-06,2.47676972e-06,1.78596878e-05,-3.31791547e-05
1.23258148e-09,0.00000000e+00,9.51378030e-01,1.80000000e+00,1.67193148e+00,8.94285344e-03,1.56282141e+00,1.80000000e+00,1.00529034e+00,1.71549491e-06,1.58681207e-06,1.34148776e-05,-2.56884212e-05
1.24416622e-09,0.00000000e+00,9.43211721e-01,1.80000000e+00,1.70483136e+00,6.98963759e-03,1.62962262e+00,1.80000000e+00,1.02017604e+00,1.25990903e-06,1.40402702e-06,9.65036921e-06,-1.95450198e-05
1.25575095e-09,0.00000000e+00,9.36082586e-01,1.80000000e+00,1.73060195e+00,5.32314282e-03,1.67839487e+00,1.80000000e+00,1.03207795e+00,1.09157852e-06,8.13184578e-07,7.18980775e-06,-1.43524955e-05
1.26733569e-09,0.00000000e+00,9.29762172e-01,1.80000000e+00,1.75000851e+00,3.99291334e-03,1.71355016e+00,1.80000000e+00,1.04185247e+00,6.52138482e-07,8.33005026e-07,4.94867709e-06,-1.06248152e-05
1.27892043e-09,0.00000000e+00,9.24089168e-01,1.80000000e+00,1.76423844e+00,2.98038232e-03,1.73865752e+00,1.80000000e+00,1.05004836e+00,5.74998553e-07,3.94105382e-07,3.72043944e-06,-7.58579709e-06
1.30208990e-09,0.00000000e+00,9.14199019e-01,1.80000000e+00,1.78218048e+00,1.65395152e-03,1.76966701e+00,1.80000000e+00,1.06321347e+00,1.16076966e-07,4.29926047e-07,1.63306682e-06,-4.01575711e-06
1.34842885e-09,0.00000000e+00,8.98404251e-01,1.80000000e+00,1.79631189e+00,5.44558408e-04,1.79361087e+00,1.80000000e+00,1.08171385e+00,2.38569043e-08,-2.22317609e-08,4.33778802e-07,-8.78032562e-07
1.44110675e-09,0.00000000e+00,8.75775449e-01,1.80000000e+00,1.80003101e+00,1.76646432e-04,1.79992492e+00,1.80000000e+00,1.10407427e+00,-1.59491687e-07,1.63808098e-07,-1.61262960e-07,-1.77494220e-07
1.52168096e-09,0.00000000e+00,8.61805741e-01,1.80000000e+00,1.79963147e+00,1.63624542e-04,1.79930069e+00,1.80000000e+00,1.11587499e+00,2.20458429e-08,-1.04678881e-07,1.30273780e-07,-8.78359446e-08
1.60000000e-09,0.00000000e+00,8.50947164e-01,1.80000000e+00,1.79977951e+00,1.26105285e-04,1.79956363e+00,1.80000000e+00,1.12441476e+00,-1.20306872e-07,1.48870713e-07,-1.16844511e-07,-1.85805988e-07
1.60125000e-09,0.00000000e+00,8.46097963e-01,1.80000000e+00,1.79703969e+00,-6.06589374e-03,1.79572612e+00,1.75500000e+00,1.10398983e+00,-7.07437387e-06,9.89178719e-05,-6.14000466e-06,-5.21129547e-05
1.60219657e-09,0.00000000e+00,8.42430012e-01,1.80000000e+00,1.79538782e+00,-9.57764457e-03,1.79322010e+00,1.72092338e+00,1.08886045e+00,-6.39098458e-06,9.93339253e-05,-5.29493645e-06,-5.16504285e-05
1.60408972e-09,0.00000000e+00,8.34896018e-01,1.80000000e+00,1.79258596e+00,-1.49677657e-02,1.78881323e+00,1.65277015e+00,1.05943192e+00,-5.52622341e-06,9.87229493e-05,-4.01628246e-06,-4.98620572e-05
1.60787601e-09,0.00000000e+00,8.18457350e-01,1.80000000e+00,1.78855475e+00,-2.03567643e-02,1.78223963e+00,1.51646368e+00,1.00355172e+00,-5.07869009e-06,9.87374374e-05,-2.92835310e-06,-4.93270027e-05
1.61544859e-09,0.00000000e+00,7.68705346e-01,1.80000000e+00,1.78012003e+00,-2.73309375e-02,1.77198217e+00,1.24385074e+00,9.00149222e-01,-6.19108318e-06,1.02514593e-04,-2.48985595e-06,-5.29245419e-05
1.62302117e-09,0.00000000e+00,6.58054277e-01,1.80000000e+00,1.76307380e+00,-4.05129518e-02,1.75959048e+00,9.71237795e-01,8.02413844e-01,-9.38294955e-06,1.26628019e-04,-4.05570209e-06,-7.48519748e-05
1.62955350e-09,0.00000000e+00,5.76292759e-01,1.80000000e+00,1.74373361e+00,-6.46659181e-02,1.74359892e+00,7.36074127e-01,7.20348028e-01,-4.47019480e-06,1.35808629e-04,-5.73656261e-06,-9.31247439e-05
1.63021019e-09,0.00000000e+00,5.77397048e-01,1.80000000e+00,1.74222937e+00,-6.78002034e-02,1.74174397e+00,7.12433222e-01,7.12185351e-01,-4.40621963e-06,1.35667763e-04,-5.64937989e-06,-9.41840040e-05
